Time,Cell Name,eNodeB ID,eNodeB Name,TAC,Region,Subregion,Latitude,Longtitude,Overall CEI,Data CEI,VoLTE CEI,Streaming CEI,Gaming CEI,IM CEI,Data-RRC Setup SR (%),Data-Call Setup time (ms),Data-ERAB Setup SR (%),Data-Attech SR (%),Data-Bearer Create SR (%),Data-Retransmissions (%),Data-Throughput (Mbps),VoLTE-RRC Setup SR (%),VoLTE-Call Setup time (ms),VoLTE-Drop Call Rate (%),VoLTE-ERAB Setup SR (%),VoLTE-Registration SR (%),VoLTE-Registration Latency (ms),VoLTE-MOS,Streaming-Throughput (Mbps),Streaming-Latency (ms),Streaming-Retransmissions (%),Streaming-Buffering Time (msec),Streaming-The number of Rebuffering,Streaming-MOS,Streaming-Jitter,Streaming-Dropped Frame Rate (%),Streaming-Inter Packet delay (msec),Streaming-Packet Loss Rate,Gaming-Throughput (Mbps),Gaming-Latency (ms),Gaming-Retransmissions (%),Gaming-MOS,Gaming-Jitter,Gaming-Dropped Frame Rate (%),Gaming-Inter Packet delay (msec),Gaming-Packet Loss Rate (%),IM-Throughput (Mbps),IM-Latency (ms),IM-Retransmissions (%),IM-Dropped Frame Rate,IM-Inter Packet delay (msec),IM-Packet Loss Rate (%)
1445,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,65.46,71.02,69.48,75.81,72.16,68.54,84.58,1691.72,81.74,87.94,80.23,8.57,0.18,83.23,1979.57,5.19,81.34,89.15,955.23,2,0.22,630.86,6.63,3104.06,15.67,2,211.01,19.49,316.75,15.54,0.3,1951.34,13.24,2,267.85,7.77,314.45,7.25,0.16,1779.69,6.4,14.1,305.17,15.7
1445,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,66.33,74.69,73.49,77.22,60.7,61.55,83.93,1334.72,83.03,82.22,87.3,8.83,0.21,87.42,1621.8,7.12,89.26,88.41,1398.34,2,0.02,577.21,17.01,3436.51,11.93,2,377.1,16.83,467.71,13.68,0.29,1368.88,16.68,2,466.3,16.2,348.68,8.96,0.06,1387.21,11.14,17.55,371.57,9.9
1445,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,66.35,70.11,75.26,68.22,67.01,76.37,84.36,816.72,81.51,80.42,80.09,2.28,0.25,87.4,1487.35,10.39,89.36,88.54,1939.53,2,0.14,1265.73,3.17,2097.73,13.11,2,350.62,16.79,234.1,7.78,0.15,890.94,12.12,2,202.3,18.07,452.88,14.44,0.3,1270.79,14.04,7.33,317.91,14.87
1445,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,76.35,61.71,73.09,77.44,61.24,76.07,80.6,1006.26,89.38,89.01,87.84,5.27,0.13,84.09,1682.07,8.48,84.42,85.9,1298.62,1,0.47,1992.07,16.61,2579.82,12.3,1,252.84,19,224.96,12.05,0.18,933.26,9.98,1,402.25,9.27,237.05,15.19,0.26,1281.21,19.97,19.98,206.22,12.62
1445,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,99.3,63.83,97.34,98.57,95.95,99.94,85.94,907.14,88.04,89.86,82.63,6.29,0.36,99.88,267.11,0.37,99.99,99,81.2,4,3.39,55.28,0.32,685.26,1,4,89.98,0.93,54.22,0.22,2.16,18.53,0.14,5,67.43,0.2,13.58,0.03,2.73,68.37,0.29,0.05,61.2,0.45
1445,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.72,76.48,76.92,66.61,62.82,69.8,83.79,1946.86,88.62,81.37,80.41,5.68,0.04,85.54,1324.95,11.04,80.36,82.49,991.97,1,0.18,1399.11,7.42,3378.1,11.18,2,228.76,18.63,410.98,17.4,0.32,1608.43,5.95,1,347.16,7.56,392.2,19.4,0.24,678.44,19.64,8.21,273.8,6.79
1445,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,62.57,79.11,72.77,75.51,66.7,65.41,87.06,606.06,82.55,80.6,88.88,4.79,0.22,81.9,711.31,14.53,83.67,88.87,1386.39,2,0.31,1449.84,10.38,4910.89,12.98,1,200.11,10.47,452.06,11.36,0.41,1387.74,16.02,2,223.56,16.86,225.32,10.7,0.25,1100.15,11,18.97,258.35,6.83
1445,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,60.92,66.61,60.53,73.07,70.94,76.67,88.95,1113.68,82.69,84.54,82.68,5.95,0.4,82.18,1889.28,9.3,86.69,87.2,1277.82,1,0.32,1552.21,19.03,4960.83,10.97,2,400.63,6.32,382.63,14.72,0.38,778.82,16.1,2,418.53,15.22,422.32,7.28,0.47,1325.74,19.73,7.89,215.13,10.5
1500,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,72.88,70.52,64.22,72.63,68.84,77.4,84.84,1815.38,82.26,83.08,88.79,7.63,0.35,80.94,1604.29,5.18,89.79,84.34,1695.44,2,0.49,1619.89,12.36,4617.48,16.16,1,482.87,18.7,470.52,19.71,0.21,1011.39,18.2,1,240.33,7.43,384.4,14,0.48,1940.72,18.74,18.27,309.54,14.61
1500,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,63.47,75.53,61.18,61.13,69.29,78.76,81.89,1444.67,84.72,81.58,89.7,2.33,0.22,81.79,1794.61,14.69,85.53,82.74,1132.24,1,0.29,1433.93,3.42,2581.09,16.79,2,313.17,13.22,238.04,11.87,0.09,780.02,4.45,2,480.07,11.33,413.98,11.58,0.4,1906.62,17.9,17.08,499.69,15.26
1500,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,65.13,79.37,72.27,78.36,69.9,64.01,81.28,532.38,86.22,87.14,84.84,4.33,0.27,88.4,860.71,11.76,87.8,86.53,1464,2,0.03,1514.07,10.83,3510,17.52,2,249.76,15.43,214.48,13.36,0.26,1662.59,4.13,2,222.79,19.43,220.33,17.92,0.2,1122.14,7.17,13.95,243.81,16.07
1500,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,69.53,60.42,79.34,78.23,63.09,73.61,83.76,1149.96,82.27,84.83,85.08,8.75,0.29,84.56,1249.43,18.7,88.86,88.31,574.84,2,0.23,1686.36,5.28,3769.03,12.56,1,392.6,12.19,489.06,6.29,0.18,1999,13.43,1,254.97,16.19,448.57,6.36,0.4,1828.1,9.18,8.79,426.96,7.07
1500,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,78.24,64.27,68.07,60.28,73.84,72.66,86.87,1583.75,87.73,88.33,83.27,9.99,0.06,86.97,1496.89,14.06,85.34,84.53,770.89,2,0.07,1107.53,16.48,2982.05,14.78,2,361.44,13.15,212.4,9.79,0.43,1454.58,15.34,1,353,13.97,201.7,19.26,0.13,1904.76,10.39,10.54,264.49,18.83
1500,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,68.7,67.67,62.72,67.93,71.56,62.93,86.28,1309.55,85.82,85.05,86.46,9.99,0.37,81.7,1805.74,14.24,85.25,87.5,1234.7,1,0.4,1381.08,10.44,4989.73,10.88,2,358.96,6.8,338.16,9.27,0.5,1197.32,6.88,2,339.65,19.75,332.13,14.44,0.35,1483.44,11.17,13.71,294.32,13.77
1500,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,75.2,78.31,63.14,77.33,76.99,63.79,85.75,1052.2,89.61,82.41,82.92,2.41,0.14,85.53,1347.35,3.88,89.82,86.37,870.2,1,0.17,1881.43,15.79,3710.75,15.74,1,375.06,15.19,352.45,11.49,0.33,1447.17,5.76,2,415.4,12.35,355.62,14.74,0.42,702.94,11.35,6.47,240.21,11.34
1500,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,73.82,67.05,79.11,65.92,78.04,68.33,81.91,916.88,81.54,81.66,85.46,3.19,0.18,88.78,558.6,15.01,81.67,84.61,1337.42,1,0.05,799.86,7.37,2434.14,15.34,2,251.99,19.13,485.09,13.34,0.33,1954.37,5.1,1,350.34,12.31,209.93,19.17,0.13,967.92,19.96,12.21,315.21,8.21
1500,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,63.91,75.57,77.94,70.28,64.36,68.99,88.15,1274.7,87.39,88.72,87.37,4.67,0.18,86.85,808.38,9.97,83.74,89.17,1894.57,1,0.43,1292.98,5.77,3030.39,12.68,2,483.67,15.84,474.49,19.88,0.29,1345.12,14.03,1,364.1,7.51,438.67,10.52,0.5,695.92,18.5,14.52,369.33,15.51
1500,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,73.03,68.72,71.08,72.48,64.16,76.89,89.81,1352.99,86.19,86.07,83.94,9.24,0.12,83.52,725.49,14.44,80.14,81.82,1607.98,2,0.34,1605.27,6.75,4921.13,13.58,2,412.28,16.93,421.94,12.47,0.15,1316.05,14.24,1,308.13,8.23,369.9,15.35,0.13,1288.81,8.73,7.38,335.59,16.35
1500,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,62.37,77.02,62.24,78.23,71.35,75.04,80.16,1718.79,85.62,88.8,85.95,8.02,0.29,84.45,1299.32,6.63,87.61,80.71,860.62,2,0.29,1478.69,13.5,4229.85,11.28,2,321.28,8.54,418.46,13.77,0.46,959.29,11.88,2,365.87,17.72,243.27,13.07,0.31,1358.22,6.61,9.92,316.73,10.87
1500,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,78.69,76.46,70.64,78.87,74.32,67.67,89.89,1879.83,88.53,84.64,80.12,2.61,0.19,88.4,769.31,3.32,87.06,84.29,1695.46,2,0.13,1573.71,7,3371.75,18.62,2,455.95,6.56,404.16,8.08,0.26,549.37,11.19,2,445.16,6.52,322.07,14.18,0.49,871.59,6.46,19.31,372.79,12.7
1515,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,77.64,65.57,70.84,66.93,61.3,75.9,82.3,1676.86,81.35,89.22,89.8,4.69,0.28,84.11,654.78,12.77,88.33,84.3,674.15,2,0.04,1828.34,7.18,3124.35,10.67,1,467.56,19.45,259.58,13.74,0.1,1675.82,18.45,2,315.12,18.44,305.7,15.14,0.35,1172.94,6.05,18.39,223.23,16.54
1515,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.44,75.03,64.01,60.73,66.46,77.41,80.69,542.03,86.7,85.12,87.61,9.26,0.32,84.15,800,3.85,84.56,89.88,1806.55,2,0.04,1660.1,10.83,4273.36,17.3,2,403.76,15.95,399.18,15.05,0.23,592.34,6.61,2,305.91,11.13,349.94,6.39,0.09,1876.71,7.7,18.73,208.64,14.27
1515,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,69.44,75.13,65.67,79.01,74.51,67.49,82.71,723.33,88.85,87.62,86.83,6.86,0.41,85.05,1524.86,10.02,80.13,86.61,1680.81,1,0.44,1582.19,15.16,2073.19,16.76,2,412.42,18.65,309.97,17.45,0.3,1058.39,8.37,2,345.65,17.12,495.86,15.66,0.19,1930.68,8.56,18.33,247.99,7.81
1515,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,62.79,69.36,75.7,74.52,67.25,64.98,89.54,549.42,86.47,82.44,84.98,9.08,0.18,85.09,1796.52,10.99,82.03,88.75,847.49,1,0.11,1512.38,9.41,3667.97,17.96,1,402.39,6.08,396.14,8.07,0.32,982.75,15.61,1,252.45,12.32,451.04,6.63,0.19,1249.69,11.75,10.36,300.34,13.2
1515,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,98.61,97.54,75.17,97.14,98.5,98.21,97.92,267.76,97.5,99.26,97.07,0.31,1.87,88.81,1582.49,8.09,87.86,81.61,1910.28,2,4.28,72.3,0.27,752.5,2,5,10.21,0.14,30.86,0.91,3.77,48.81,0.34,5,13.68,0.54,60.22,0.74,3.47,12.53,0.14,0.86,32.61,0.47
1515,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,99.35,96.01,74.53,98.78,95.74,95.94,99.36,193.81,99.68,98.8,98.03,0.31,1.45,89.04,681.58,15.8,89.65,84.68,1956.35,1,3.22,53.13,0.36,192.94,1,4,41.62,0.25,82.06,0.37,3.73,98,0.13,5,33.8,0.27,40.35,0.57,2.42,10.2,0.19,0.33,17.03,0.56
1515,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,68.79,74.95,62.28,75.83,64.69,61.59,81.43,641.11,87.43,84.11,85.52,9.77,0.07,87.4,806.55,11.71,85.02,84.54,715.61,1,0.44,1992.89,8.7,2364.32,16.05,1,252.79,10.7,389.89,10.86,0.07,1096.49,19.8,1,207.26,7.58,238.3,16.51,0.24,1327.03,8.48,19.76,390.56,9.17
1515,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,71.64,78.3,74.02,70.99,62.41,67.45,82.46,1886.74,85.35,83.23,81.03,3.17,0.27,82.75,1551.48,6.13,82.14,83.91,1293.82,1,0.29,1364.47,15.54,4523.66,16.39,1,302.49,12.1,358.06,8.35,0.28,1571.5,10.23,1,342.07,13.72,418.82,12.26,0.2,759.13,10.49,6.74,388.39,13.34
1515,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,78.05,62.51,63.24,67.11,66.02,75.47,88.24,1226.38,83.97,83.41,80.94,7.55,0.09,83.89,946.9,11.49,89.31,84.19,1503.69,2,0.02,692.53,7.66,4273.33,17.91,2,398.86,16.22,427.3,14.04,0.49,1171.68,4.04,2,423.96,14.6,439.41,17.8,0.3,1733.76,13.1,12.23,258.96,7.88
1515,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,72.2,73.74,71.72,61.5,74.95,75.55,86.42,1036.96,88.45,88.65,86.74,4.47,0.2,83.81,825.52,8.63,85.65,84.49,687.38,2,0.25,1844.74,13.11,3719.21,17.01,1,455.56,11.13,492.54,8.33,0.02,1765.86,3.75,1,321.16,9.61,288.64,17.7,0.24,1050.42,13.44,11.06,204.87,10.73
1515,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,71.9,74.41,79.29,72.88,71.39,76.51,89.83,841.96,84.54,88.58,89.75,6.25,0.27,88.37,1809.39,4.21,81.3,80.08,1239.97,2,0.33,953.1,14.31,4924.67,10.34,2,322.76,12.32,352.07,8.96,0.19,1229.84,18.8,2,312.26,13.87,398.02,7.92,0.21,1740.5,10.78,15.79,365.82,15.77
1515,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,69.1,64.63,68.56,63.09,60.85,68.19,81.41,1551.6,81.29,81.99,85.28,3.54,0.13,84.39,1888.55,14.63,87.76,87.86,1672.33,1,0.03,1755.52,14.3,2254.78,13.77,2,204.1,15.86,311.86,7.5,0.41,590.84,4.44,1,436.71,14.89,325.93,10.99,0.46,933.11,14.26,9.77,405.13,11.47
1530,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,68.75,63.68,63.02,69.73,76.01,66.24,80.24,823.47,81.33,83.86,85.4,3.47,0.47,85.34,1589.25,13.56,84.15,83.41,1757.3,2,0.23,1689.47,19.07,3903.6,19.04,2,414.56,14.08,473.33,8.8,0.33,1736.44,16.46,2,261.46,8.06,341.64,18.76,0.41,618.84,7.25,10.35,346.12,9.29
1530,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,75.72,66.9,60.31,74.91,78.53,77.19,80.47,1095.46,85.75,83.67,83.96,3.98,0.17,80.4,1679.64,15.81,87.37,81.71,1241.49,2,0.01,771.08,18.84,4532.51,11.74,2,339.04,19.3,482.5,17.35,0.03,1988.45,17.51,1,289.54,14.42,241.93,7.91,0.22,1453.19,16.68,18.55,232.56,16.11
1530,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,65.09,70.04,64.07,72.09,76.87,67.46,83.06,506.79,82.79,84.3,84.57,8.35,0.19,81.8,640.22,7.99,88.18,82.18,1207.62,2,0.02,1259.11,9.62,3646,16.6,1,309.2,8.53,445.58,6.78,0.09,1334.67,4.53,2,265.53,11.03,286.69,7.81,0.13,1234.82,11.88,17.01,205.18,15.45
1530,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,70.27,76.02,78.49,61.75,77,67.57,89.74,649.37,85.46,86.33,81.45,8.21,0.38,85.64,1355.77,7.75,80.83,84.27,1514.44,2,0.18,1490.44,19.96,2158.97,18.12,1,444.05,19.27,257.67,11.82,0.17,1484.05,3.84,1,311.65,13.8,338.26,12.28,0.29,588.64,13.23,8.99,259.29,6.87
1530,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,71.39,77.96,74.33,66.37,65.58,71.14,85.47,1961.98,86.32,89.98,80.26,9.87,0.5,80.29,853.03,12.9,88.38,89.66,1371.92,1,0.13,1084.11,6.96,2210.42,10.28,1,230.89,17.88,494.25,6.92,0.34,1430.3,19.63,1,284.54,11.61,337.71,10.43,0.03,1551.63,15.92,17.97,259.05,10.45
1530,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,61.72,76.26,76.59,71.25,77.42,75.62,85.9,1922.3,87.63,86.7,89.84,9.05,0.18,82.29,1504.01,5.92,87.27,80.62,914.1,1,0.09,1822.53,4.24,3466.56,10.66,2,340.73,14.83,358.47,13.04,0.01,543.91,13.87,2,328.38,13.78,238.84,10.18,0.34,563.65,8.09,15.56,471.59,11.85
1530,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,66.9,73.51,78.17,69.95,71.46,64.34,88.1,564.72,80.04,85.89,83.37,8.19,0.33,83.49,755.48,8.01,87.04,85.93,954.81,1,0.5,1793.56,6.06,4967.05,19.77,2,410.27,11.4,321.25,7.78,0.36,1165.69,11.04,1,395.22,18.49,446.96,18.06,0.14,1241.21,10.9,9.91,223.23,15.73
1530,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,99.65,96.79,67.19,96.32,97.57,96.39,99.14,121.5,97.45,98.76,97.06,0.07,3.6,87.58,861.04,11.19,88.45,85.44,1926.55,2,4.76,61.12,0.5,650,1,5,25.38,0.2,81.31,0.97,1.61,95.53,0.43,4,46.42,0.44,18.33,0.37,2.07,43.23,0.05,0.19,36.56,0.3
1530,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,99.45,98.05,78.12,96.54,98.73,96.29,99.67,107.31,97.99,98.66,97.25,0.02,4.33,84.18,1485.37,13.41,88.19,83.47,823.46,2,3.03,24.42,0.11,152.85,3,4,63.61,0.3,86.15,0.05,3.57,16.83,0.49,4,44.26,0.64,36.83,0.33,4.76,83.49,0.14,0.6,37.43,0.86
1530,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,95.85,96.88,60.19,95.33,99.13,99.19,97.48,255.79,98.79,98.98,98.99,0.08,3.13,89.27,506.83,4.26,85.55,86.94,1693.94,1,1.99,94.84,0.06,952.7,1,5,60.19,0.67,84.78,0.94,1.9,64.09,0.5,5,49.18,0.14,41.33,0.6,3.44,52.55,0.08,0.81,99.66,0.81
1530,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,71.62,67.95,67.67,65.13,66.06,65.65,86.14,809.95,88.16,85.93,85.54,3.26,0.34,87.16,535.79,13.96,88.12,85.4,1375.73,2,0.14,677.56,9.2,2756.41,18.26,2,304.19,16.75,219.87,8.54,0.37,1687.75,17.22,2,229.79,6.33,489.39,18.22,0.49,1966.46,12.71,18.36,237.69,15.41
1530,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,66.01,78.89,67.36,65.53,67.76,79.72,80.93,837.44,87.42,86.61,88,9.97,0.28,82,1056.9,3.16,80.4,87.73,798.73,1,0.31,588.34,7.9,4914.3,14.28,2,334.02,11.47,406.74,8.58,0.4,1537.04,6.82,2,476.46,10.01,341.03,16.06,0.05,1730.49,12.08,13.65,344.85,13.31
1545,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,67.42,66.58,61.11,70.55,60.19,61.61,88.2,1866.41,82.86,88.09,81.68,4.97,0.26,86.02,1802.29,6.25,88.53,82.11,1975.89,2,0.47,1563.48,19.94,2315.6,18.18,2,250.22,15.36,445.12,10.87,0.39,1464.87,3.99,1,425.75,6.38,271.95,7.27,0.02,625.35,19.65,17.53,338.19,12.89
1545,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,66.46,67.3,70.47,78.4,69.16,76.76,87.27,1918.69,85.79,81.25,80.78,7.02,0.43,87.13,1310.05,8.66,87.92,82.33,1256.92,1,0.34,866.19,5.74,4856.62,12.74,2,345.14,18.64,344.99,18.1,0.47,1821.01,9.56,1,412.98,11.18,496.09,9.7,0.39,867.55,15.81,15.89,242.07,10.87
1545,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,66.6,63.04,73.36,63.59,71.59,78.95,80.06,1134.84,86.82,86.73,83.25,8.54,0.36,86.49,950.65,11.15,84.57,86.83,1869.86,2,0.23,1863.43,7,3513.24,19.06,2,231.95,19.57,226.89,16.44,0.43,1325.75,13.41,2,495.1,15.55,288,7.97,0.11,960.41,17.86,10.42,216.68,16.07
1545,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,66.33,70.25,64.53,74.06,68.34,65.58,88.19,1288.77,80.35,82.83,85.96,2.95,0.43,88.13,1440.06,13.81,82.59,86.25,1443.01,1,0.41,890.12,19.38,2541.46,11.57,1,302.48,10.37,431.55,18.91,0.37,1992.48,6,1,317.2,18.12,208.07,8.56,0.28,992.13,18.14,19.04,240.21,18.79
1545,736743-14,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,63.48,61.69,79.3,67.41,68.46,73.45,83.54,1007.01,81.6,86.06,82.51,9.1,0.48,85.44,1477.05,11.19,82.21,87.2,1809.28,1,0.45,643.2,13.08,4458.78,14.01,2,409.12,19.61,324.9,10.09,0.12,1726.95,18.43,2,454.9,10.73,345.33,15.2,0.18,1973.46,13.08,16.75,367.42,10.29
1545,736743-2,736743,Blk 324 Sembawang Close,710,SMB,N,1.444527778,103.8180833,71.51,69.28,75.88,71.06,79.41,71.72,80.74,1676.59,86.37,83.51,84,9.37,0.18,89.74,1522.56,7.23,84.37,81.83,710.98,2,0.42,547.76,3.84,3194.31,16.83,2,356.95,8.54,471.72,11.1,0.41,842.81,17.42,2,395.18,9.64,296.69,8.63,0.27,542.61,14.2,8.55,401.87,15.87
1545,737213-9,737213,Blk 652 Yishun Ave 4,710,YSH,N,1.423555556,103.8401944,72.83,60.29,77.23,64.43,65.41,66.58,81.42,1619.06,84.64,89.54,83.32,8.01,0.1,84.7,1284.26,12.57,84.23,88.26,1458.21,1,0.06,1178.73,14.37,3855.33,16.6,2,310.61,18.85,410.79,8.21,0.25,1857.94,8.69,1,455.44,10.4,343.03,16.07,0.46,732.32,18.87,11.56,293.91,19.66
1545,742233-1,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,76.62,60.25,68.04,69.02,76.63,64.24,89.81,1577.03,82.71,88.12,84.56,9.98,0.19,85.61,1326.61,16.5,84.92,84.84,794.22,1,0.22,976.64,19.8,2351.41,13.56,1,216.58,6.24,201.35,15.09,0.21,1282.35,10.71,1,272.5,11.09,243.04,6.07,0.36,1697.62,16.35,9.1,252.82,8.54
1545,742233-7,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,67.8,65.3,63.29,62.72,62.99,68.63,83.32,1625.66,82.64,89.84,83.09,9.86,0.22,81.44,1295.71,10.19,85.14,84.23,894.71,1,0.49,921.04,8.35,4690.65,17.27,2,442.12,9.95,420.49,7.03,0.3,730.33,10.54,1,296.98,15.31,367.55,14.73,0.38,669.3,6.3,13.64,411.36,10.24
1545,742233-9,742233,Blk 440 Yishun Ave 11,710,YSH,N,1.422361111,103.8463611,66.16,63.34,71.94,75.77,74.66,74.21,87.12,1891.63,81.47,88.41,84.32,4.19,0.12,84.93,951.81,13.1,86.3,88.1,640.22,2,0.32,1257.05,15.82,2612.94,12.28,2,472.96,13.48,494.65,14.53,0.4,1455.38,10.38,2,289.18,17.14,432.31,13.89,0.03,646.59,13.57,18.01,249.68,14.7
1545,745853-9,745853,Blk 925 Yishun Central,710,YSH,N,1.427583333,103.8375556,70.55,77.83,68.66,71.15,73.95,66.24,87.06,681.6,85.07,85.26,83.91,3.37,0.17,81.02,1875.59,14.45,89.05,84.48,1550.32,1,0.14,1815.09,11.75,4915.63,19.84,2,358.08,6.77,453.68,14.87,0.48,1442.97,17.65,2,489.7,10.41,357.76,8.05,0.24,1197.2,10.81,16.46,383.18,19.55
1545,746753-7,746753,Blk 866 Yishun St 81,710,YSH,N,1.414722222,103.8373333,79.49,78.72,65.85,73.85,60,73.4,82.02,1903.55,86.59,87.75,84.18,7.67,0.47,81.81,641.18,16.84,87.3,87.38,1137.19,1,0.38,1872.24,18.49,4425.58,10.58,1,371.77,10.32,406.52,18.06,0.36,612.3,9.66,2,330.91,11.94,373.63,9.88,0.09,921.96,13.04,18.84,495.86,13.02
1600,735893-2,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,74.83,79.57,77.42,64.33,67.68,64.26,81.76,1344.65,83.76,87.86,81.25,2.39,0.23,87.76,1576.59,19.25,81.47,84.92,699.57,2,0.36,1902.74,12.02,4745.47,10.09,2,253.1,12.77,266.89,18.46,0.2,836.08,7.41,1,259.09,17.87,344.62,6.7,0.19,1488.58,8.08,8.66,405.72,9.47
1600,735893-7,735893,Blk 870 Yishun St 81,710,YSH,N,1.413111111,103.8380278,79.77,65.39,78.75,78.07,61.9,76.26,81.87,565.8,80.31,81.6,85.04,4.87,0.5,83.43,998.41,6.68,88.26,83.57,710.06,1,0.21,1765.23,8.51,4382.74,10.27,2,493.86,17.99,230.39,10.77,0.48,626.38,5.58,1,449.79,12.97,413.36,6.83,0.47,1937.03,14.03,6.12,347.98,16.48
1600,736643-5,736643,Blk 114 Yishun Ring Road Lobby C D,710,YSH,N,1.435027778,103.8270278,61.76,75.67,74.3,74.81,64.14,76.23,87.37,799.93,88.27,89.52,82.84,7.37,0.09,85.47,839.69,10.93,85.88,86.38,916.22,2,0.14,1940.26,3.64,4326.48,16.17,1,255.38,11.92,485.96,10.48,0.08,765.96,9.69,2,225.99,19.31,356.67,16.57,0.13,1156.08,18.62,10.56,318.74,7.39
1600,736663-5,736663,Blk 141 Yishun Ring Rd,710,YSH,N,1.430777778,103.8305833,79.33,79.36,74.49,76.38,77.75,76.11,83.78,1107.27,84.91,89.81,82.56,3.51,0.28,86.76,1505.04,19.2,83.58,80.6,977.89,2,0.19,1205.39,7.72,2889.32,10.37,2,414.41,16.12,420.45,17.05,0.35,704.13,7.82,2,358.18,16.86,291.85,14,0.25,741.63,12.62,6.81,262.11,16.63
