Countries,States,Time,Coverage RSRP,Quality RSRQ,VoLTE Drop Call (%),VoLTE Block Call (%),VoLTE Setup Failure (%),VoLTE Setup Time (sec),VoLTE Holding Time (min),Data Drop Call (%),Data Block Call (%),Data Setup Failure (%),Data DL Volume (MB),Data UL Volume (MB),Data DL Throughput (KB),Data UL Throughput (KB)
Rush,Indiana,2/2,-77,-6,4.24,1.85,5.7,10,101373,0.29,4.6,4.78,611449,1470,13794,2669
St. Joseph,Indiana,2/2,-109,-6,2.9,4.88,1.62,16.5,501221,0.23,5.09,1.42,216175,48291,20269,4466
Scott,Indiana,2/2,-67,-13,3.61,2.32,6.91,16.5,726623,4.51,5.29,0.75,799370,27539,30166,676
Shelby,Indiana,2/2,-100,-12,0.18,0.92,1.25,8.5,391754,1.22,4.2,5.4,764095,23504,6695,930
Spencer,Indiana,2/2,-89,-8,3.54,1.03,8.31,0.9,231471,0.97,4.54,5.29,106428,34427,6175,3194
Starke,Indiana,2/2,-64,-9,1.8,1.28,4.52,3,733135,2.73,0.58,10.74,524845,17867,44954,4097
Steuben,Indiana,2/2,-110,-6,4.68,3.63,4.77,5.1,736078,5.29,3.96,6.47,509265,13738,4515,4394
Sullivan,Indiana,2/2,-63,-16,3.57,4.78,9.71,11.4,218743,4.4,4.08,0.61,994468,24522,32885,2928
Switzerland,Indiana,2/2,-103,-7,0.27,4.96,6.6,11,848195,2.3,4.7,9.54,192561,12413,28299,4211
Tippecanoe,Indiana,2/2,-91,-14,1.12,4.79,4.73,13.5,817557,3.93,2.41,5.25,972770,16580,17807,1418
Tipton,Indiana,2/2,-106,-14,2.28,2.64,10.96,5.9,209556,4.31,5.24,3.13,727848,12965,5954,4835
Union,Indiana,2/2,-102,-11,3.24,4.37,5.28,10.5,691077,3.13,5.26,8.44,363910,19075,40194,3514
Vanderburgh,Indiana,2/2,-65,-14,3.18,0.77,11.27,14.7,248444,3.7,2.5,9.22,788583,20850,30095,4959
Vermillion,Indiana,2/2,-91,-13,4.31,3.99,5.23,18.9,556027,4.13,1.37,1.31,600349,16103,30000,2332
Vigo,Indiana,2/2,-64,-15,5.29,3.04,6.1,2.2,655945,0.75,4.94,10.94,610872,12584,13358,2444
Wabash,Indiana,2/2,-82,-9,4.15,5.14,7.13,14,393411,1.27,0.4,8.57,698695,18991,27807,4749
Warren,Indiana,2/2,-97,-12,1.72,4.79,3.69,14.8,192340,2.79,3.16,1.89,579202,4908,26877,635
Warrick,Indiana,2/2,-91,-10,4.83,1.78,8.01,12.5,310393,2.63,4.24,1.32,953839,32529,30992,2808
Washington,Indiana,2/2,-68,-9,3.25,5.11,9.51,12.9,112078,4.79,5.11,9.12,732080,31315,9627,4582
Wayne,Indiana,2/2,-91,-9,0.34,0.98,2.19,16.9,220203,5.29,3.78,1.24,599028,18983,16269,2291
Wells,Indiana,2/2,-106,-11,1.03,0.57,6.03,15.6,171041,3.57,3.63,9.95,289709,14079,1945,4643
White,Indiana,2/2,-71,-16,1.27,3.7,7.77,13.9,288307,0.32,0.48,10.43,792354,27726,18235,4935
Whitley,Indiana,2/2,-106,-16,5.28,4.85,3.91,7.8,687234,1.4,5.18,8.34,201926,43863,48039,822
Adair,Iowa,2/2,-79,-14,3.7,4.7,10.26,18.4,972089,5.5,1.71,7.03,178383,4380,36204,1552
Adams,Iowa,2/2,-97,-16,0.76,4.59,7.98,19.5,225328,5.5,2.95,9.76,588065,24176,26137,4033
Allamakee,Iowa,2/2,-73,-14,1.05,4.2,1.27,13.4,796081,4.55,1.7,6.66,133994,25768,9880,1036
Appanoose,Iowa,2/2,-69,-10,4.95,1.24,0.4,19.3,334055,3.42,3.57,1.7,461821,48113,12602,3104
Audubon,Iowa,2/2,-100,-11,3.92,3.32,4.81,4.9,308439,0.95,0.45,1.27,741459,42182,9744,3967
Benton,Iowa,2/2,-78,-15,3.47,2.23,9.28,9.2,573296,3.55,3.38,6.12,571363,39062,25952,1929
Black Hawk,Iowa,2/2,-102,-15,1.33,4.04,8.31,4.8,551424,1.14,4.75,3.99,720294,3112,3495,2669
Boone,Iowa,2/2,-104,-13,0.37,3.66,11.84,10.6,697015,1.23,1.1,3.29,929905,45796,26605,3785
Bremer,Iowa,2/2,-77,-14,5.4,2.64,7.47,17,258408,4.69,0.28,11.7,315031,25705,45286,1773
Buchanan,Iowa,2/2,-75,-9,1.6,4.49,5.08,20,983732,4.33,0.73,3.61,669596,2876,31085,1846
Buena Vista,Iowa,2/2,-72,-12,1.43,3.16,5.19,7.3,584318,2.82,0.87,6.61,247593,6642,33917,2509
Butler,Iowa,2/2,-65,-7,2.52,1.61,11.26,2.2,775501,0.38,1.75,11.77,631451,30818,11440,3564
Calhoun,Iowa,2/2,-95,-9,3.11,5.46,10.91,13.5,238791,0.51,4.65,11.63,901368,16536,17973,1431
Carroll,Iowa,2/2,-97,-13,1.3,1.39,3.37,19.5,350440,1.53,0.75,1.93,975682,40894,10048,541
Cass,Iowa,2/2,-88,-9,4.43,1.04,4.49,10,490161,4.68,3.48,5.71,710240,39633,28743,422
Cedar,Iowa,2/2,-115,-7,1.67,2.49,4.89,7.4,844405,0.62,1.15,9.75,973193,49277,6727,883
Cerro Gordo,Iowa,2/2,-97,-12,5.39,1.92,0.42,14.8,636438,4.85,2.21,3.61,265130,15762,49900,2721
Cherokee,Iowa,2/2,-64,-11,2.69,2.24,6.41,16.7,958835,1.77,0.42,10.81,447580,38158,13802,4773
Chickasaw,Iowa,2/2,-70,-12,5.03,5.15,8.77,11.7,215933,3.93,0.36,9.14,131840,28224,14432,2890
Clarke,Iowa,2/2,-74,-13,0.05,5.37,3.56,19.1,191251,2.9,3.04,0.53,628466,9550,49174,2230
Clay,Iowa,2/2,-82,-12,5.16,4.92,7.29,16.9,320752,0.28,5.1,5.54,143103,40567,44684,4575
Clayton,Iowa,2/2,-104,-7,5.46,4.1,0.62,13.1,399839,3.57,4.79,2.35,251017,38857,3014,2099
Clinton,Iowa,2/2,-98,-8,0.38,3.05,3.93,17.4,885365,1.81,0.65,3.81,347894,40694,15327,3931
Crawford,Iowa,2/2,-60,-16,2.89,0.07,8.88,19,778219,3.06,2.23,10.66,648233,42249,2888,2303
Dallas,Iowa,2/2,-111,-15,2.34,5.44,5.47,14.7,721965,4.07,1.73,11.3,447631,30832,8781,2540
Davis,Iowa,2/2,-105,-9,5.09,0.89,10.67,11.4,515134,1.85,0.08,10.77,457690,38867,27644,946
Decatur,Iowa,2/2,-75,-8,3.66,0.2,3.88,10.7,626561,4.23,3.16,9.21,213729,45921,19471,540
Delaware,Iowa,2/2,-76,-15,4.13,0.89,5.45,6.3,633439,4.68,2.21,11.13,783249,44943,25790,1301
Des Moines,Iowa,2/2,-115,-7,3,2.8,3.92,9.5,264080,4.8,0.78,9.18,578091,23532,18220,1383
Dickinson,Iowa,2/2,-92,-14,2.85,3.26,4.57,9.3,419221,5.39,4.96,7.69,578426,17432,40601,4392
Dubuque,Iowa,2/2,-102,-11,0.95,1.72,1.96,16.7,300554,1.84,0.95,6.53,775910,26946,39381,3650
Emmet,Iowa,2/2,-117,-12,1.21,3.05,0.38,1.4,780806,2.18,5.1,5.36,768228,48177,1958,3089
Fayette,Iowa,2/2,-67,-8,1.6,4.79,8.99,12.7,514444,3.9,0.31,4.59,398271,39951,29650,750
Floyd,Iowa,2/2,-66,-12,1.17,4.45,1.53,3.2,753506,3.81,3.41,2.69,954418,21954,22862,2317
Franklin,Iowa,2/2,-98,-13,2.08,4.22,0.48,9.2,923648,4.21,3.87,5.24,472810,47736,19114,43
Fremont,Iowa,2/2,-80,-15,5.07,4.39,4.75,2.9,873869,1.62,2.54,2.73,615166,32624,31855,1607
Greene,Iowa,2/2,-95,-15,3.6,0.9,4.08,5.6,583601,2.61,5.13,11.06,178973,48671,8632,4316
Grundy,Iowa,2/2,-93,-14,3.27,3.7,7.07,14.2,528092,4.9,0.81,8.45,241851,10646,3497,1296
Guthrie,Iowa,2/2,-115,-9,4,0.55,1.71,11.4,230630,2.06,5.02,6.48,732400,48999,16848,10
Hamilton,Iowa,2/2,-99,-7,3.76,3.6,10.19,18.7,693675,0.14,5.22,9.43,652444,8195,19391,1867
Hancock,Iowa,2/2,-83,-10,4.18,0.26,5.14,6.5,134574,0.27,5.31,6.22,270942,17599,37855,4659
Hardin,Iowa,2/2,-63,-16,2.53,5.37,6.52,6.8,619623,0.68,5.05,3.68,674659,2220,24109,4320
Harrison,Iowa,2/2,-81,-16,5.16,0.92,0.81,11,584302,3.12,3.87,4.92,967742,23495,44690,1352
Henry,Iowa,2/2,-69,-11,4.63,2.36,2.34,7.2,119907,2.57,4.27,5.99,839586,23864,6058,4847
Howard,Iowa,2/2,-93,-15,0.67,5.45,4.63,8.3,342737,0.14,1.35,9.04,194721,42360,47981,1210
Humboldt,Iowa,2/2,-93,-11,4.32,4.2,2.02,0.5,435830,4.35,3.79,9.03,858564,7357,30812,2448
Ida,Iowa,2/2,-85,-7,3.7,2.95,5.86,8.6,783900,4.4,1.18,7.08,366086,6324,32827,4107
Iowa,Iowa,2/2,-67,-14,2.99,1.27,11.22,8,148082,1.4,0.78,3.52,293803,16103,43161,3736
Jackson,Iowa,2/2,-112,-12,1.07,5.08,10.12,12.4,372789,0.68,1.12,3.45,774815,4715,30956,1936
Jasper,Iowa,2/2,-78,-10,2.38,3.28,9.09,12.8,419484,3.39,0.96,3.6,856461,2055,38156,1353
Jefferson,Iowa,2/2,-106,-8,3.86,0.3,1.47,7.7,226152,2.57,2.37,1.59,798744,28608,10583,739
Johnson,Iowa,2/2,-84,-10,4.87,0.67,7.21,10.1,559978,2.49,3.89,4.95,146473,36675,2254,1257
Jones,Iowa,2/2,-114,-14,0.57,1.63,10.15,19.2,394580,3.98,4.17,11.86,176418,4132,24615,3778
Keokuk,Iowa,2/2,-65,-16,4.8,0.68,8.26,13,607292,1.66,4.71,9.31,443899,40164,3089,2942
Kossuth,Iowa,2/2,-96,-7,2.62,1.91,4.13,17.4,981260,2.94,3.61,8.15,794704,3562,2354,2259
Lee,Iowa,2/2,-71,-13,3.95,4.45,6.55,8.2,857026,2.23,0.75,9.79,301901,36599,49466,4088
Linn,Iowa,2/2,-103,-15,0.32,0.66,8.51,3,408176,1.79,3.53,3.04,533096,25987,17624,1060
Louisa,Iowa,2/2,-71,-8,3.94,2.82,0.15,1.2,283827,3.03,2.13,11.69,277986,19548,39228,885
Lucas,Iowa,2/2,-107,-9,2.4,1.15,5.53,11.2,230150,0.95,1.11,5.95,541949,17075,42379,1835
Lyon,Iowa,2/2,-113,-6,3.62,3.69,7.48,1,771722,0.56,0.57,4.78,523457,4182,13931,4140
Madison,Iowa,2/2,-104,-12,4.38,4.08,7.06,1.4,333590,5.32,5,11.49,833715,23974,46314,1451
Mahaska,Iowa,2/2,-84,-14,4.22,1.31,8.46,14.6,998564,0.57,3.74,5.68,117219,42329,45230,3293
Marion,Iowa,2/2,-108,-8,4.21,0.2,8.31,12.9,215631,2.63,3.4,9.2,135290,38249,31248,613
Marshall,Iowa,2/2,-98,-12,0.99,2.98,0.28,18.5,183207,3.39,2.29,6.13,510482,5552,12527,2067
Mills,Iowa,2/2,-75,-13,3.56,4.48,2.22,18.1,356023,3.05,1.74,0.5,367648,41658,11557,385
Mitchell,Iowa,2/2,-70,-13,0.67,2.81,1.97,4.8,763449,0.81,0.32,10.06,204116,33900,5757,2901
Monona,Iowa,2/2,-84,-6,4.1,4.91,10.91,18,537322,4.35,0.48,3.6,214956,38618,7095,4745
Monroe,Iowa,2/2,-114,-13,1.42,5.48,6.39,11.9,640194,0.75,3.45,3.02,730723,27692,40921,1464
Montgomery,Iowa,2/2,-75,-16,4.55,3.21,11.03,8.8,174592,3.55,4.17,3.29,223416,18085,15452,4802
Muscatine,Iowa,2/2,-114,-13,2.24,4.34,11.85,0.6,178639,4.82,2.58,8.34,109621,42203,25293,4504
O'Brien,Iowa,2/2,-94,-12,0.32,3.92,5.27,7.4,628206,0.53,3.39,3.9,506823,33165,22066,4078
Osceola,Iowa,2/2,-120,-14,4.58,4.09,3.96,18,620338,0.67,0.5,3.09,478372,36901,34706,4926
Page,Iowa,2/2,-116,-16,1.17,4.8,7.76,12,902505,1.16,1.02,4.42,157986,18624,38267,2035
Palo Alto,Iowa,2/2,-65,-11,0.09,5.02,0.63,15.2,719889,4.48,2.13,11.64,287333,13793,10207,4164
Plymouth,Iowa,2/2,-83,-8,1.82,1.08,5.19,3.2,292359,0.94,0.57,0.25,990982,23374,39418,2323
Pocahontas,Iowa,2/2,-65,-8,3.57,3.65,1.75,9.1,967163,1.55,4.49,0.37,685914,1884,49176,4308
Polk,Iowa,2/2,-81,-11,1.33,3.02,6.04,13.6,210291,4.03,3.42,9.56,433523,46252,27008,604
Pottawattamie,Iowa,2/2,-69,-12,1.1,2.45,8.74,3.2,529597,2.58,4.01,3.17,522919,4426,36222,1158
Poweshiek,Iowa,2/2,-67,-14,2.66,0.63,2.6,18.2,564305,4.88,1.26,8.96,406228,38504,16815,182
Ringgold,Iowa,2/2,-78,-11,4.45,3.73,7.35,16.9,156178,2.69,3.41,11.99,756344,13246,23984,1273
Sac,Iowa,2/2,-71,-14,0.59,0.81,1.5,15.1,769075,0.99,1.06,0.34,127838,36530,43652,340
Scott,Iowa,2/2,-85,-10,2.01,0.56,11.58,13.1,537945,3.55,3.41,9.54,860895,11880,6196,2062
Shelby,Iowa,2/2,-99,-7,1.54,0.95,3.79,12,814490,1.87,4.6,11.9,652085,21103,32543,969
Sioux,Iowa,2/2,-114,-11,5.15,4.67,10.2,0.9,603650,1.64,4.96,0.91,159111,23290,35354,3006
Story,Iowa,2/2,-100,-7,0.43,1.59,9.88,1.6,904423,2.49,2.97,7.31,958839,46083,12337,68
Tama,Iowa,2/2,-61,-9,4.17,4.97,10.36,13.4,339393,5.23,5.44,5.11,259487,45381,37954,3842
Taylor,Iowa,2/2,-84,-14,2.88,4.42,1.37,11.9,518374,3.14,4.34,0.55,220544,18533,8947,4573
Union,Iowa,2/2,-82,-15,4.78,0.2,4.04,14,457968,4.34,2.15,2.42,335063,38429,2959,3171
Van Buren,Iowa,2/2,-87,-14,1.92,0.98,9.33,4.6,886297,3.27,1.23,3.65,711519,10961,3761,1236
Wapello,Iowa,2/2,-71,-13,5.5,0.63,2.99,2.3,371670,3.65,3.99,11.79,764229,45013,12869,3198
Warren,Iowa,2/2,-111,-11,0.09,2.63,0.54,5.1,362112,2.84,4.69,11.92,995799,38471,18872,3443
Washington,Iowa,2/2,-94,-7,1.46,0.7,0.27,17.7,535885,3.93,2.54,7.54,152095,1748,40624,4059
Wayne,Iowa,2/2,-77,-14,3.77,0.55,8.16,17,746487,3.27,0.81,11.67,226824,44251,41886,4605
Webster,Iowa,2/2,-105,-10,4.91,2.66,4.93,14,412750,1.9,1.48,10.3,478331,45440,7586,1360
Winnebago,Iowa,2/2,-89,-15,0.49,4.71,5.85,15.2,838966,4.46,4.59,10.65,987554,33069,9902,4261
Winneshiek,Iowa,2/2,-91,-11,1.05,1.56,6.71,10.8,767900,0.85,1.54,0.29,723702,27616,3849,1671
Woodbury,Iowa,2/2,-104,-15,3.38,2.23,0.5,18.3,395485,4.91,2.63,4.21,937000,35179,38029,1691
Worth,Iowa,2/2,-106,-8,0.99,1.79,1.34,18.4,238364,2.2,0.95,9.07,163767,21544,22880,2605
Wright,Iowa,2/2,-97,-14,1.96,1.53,5.87,6.2,148078,1.72,5.08,7.71,199085,25042,25326,2320
Allen,Kansas,2/2,-81,-12,1.08,3.34,10.71,10,809259,3.28,2.89,7.06,603937,26004,20380,1188
Anderson,Kansas,2/2,-95,-7,4.95,2.79,9.49,18.4,709425,0.88,4.76,1.54,852859,4027,32312,1599
Atchison,Kansas,2/2,-110,-14,1.79,1.93,10.56,15.2,847530,4.8,0.71,10.8,459020,7425,42372,2356
Barber,Kansas,2/2,-98,-11,5.48,3.5,11.53,2.2,499807,3.85,3.31,4.06,736760,29905,43904,1674
Barton,Kansas,2/2,-81,-14,2.68,2.89,2.7,11.1,386768,1.48,4.66,11.12,197595,18079,23956,2780
Bourbon,Kansas,2/2,-62,-12,1.52,0.54,8.95,5.8,527574,1.68,3.13,11.2,235401,3004,9284,2885
Brown,Kansas,2/2,-69,-6,2.44,1.89,9.96,3.1,190261,3.54,4.93,4.05,327466,48435,4006,1284
Butler,Kansas,2/2,-100,-16,0.77,1.71,2.42,11.4,137626,5.34,1.73,4.49,208982,43519,12492,325
Chase,Kansas,2/2,-120,-12,0.84,0.41,0.64,0.5,459598,0.43,3.18,8.15,867801,5853,13321,1476
Chautauqua,Kansas,2/2,-68,-14,0.36,1.1,1.14,11.4,133157,4.53,5.12,6.13,612727,36451,46586,2134
Cherokee,Kansas,2/2,-65,-8,2.14,3.93,4.19,19.5,335255,2.9,2.25,8.12,124897,20578,12639,3253
Cheyenne,Kansas,2/2,-61,-15,4.87,4.25,0.65,13.9,637319,2.66,1.46,1.95,288910,18334,40963,2372
Clark,Kansas,2/2,-85,-16,0.3,2.75,5.21,13,903118,3.77,0.68,8.91,980123,17581,21210,1763
Clay,Kansas,2/2,-119,-13,5.5,5.16,4.31,7.7,987475,3.38,4.46,2.15,815304,23985,16650,3112
Cloud,Kansas,2/2,-99,-8,0.82,5.3,9.2,4.8,959100,0.74,3.85,2.97,642731,19322,36751,1305
Coffey,Kansas,2/2,-83,-15,2.78,3.15,1.21,13.6,959370,2.33,4.93,8.31,109629,33246,32881,1077
Comanche,Kansas,2/2,-74,-16,0.52,3.46,11.52,9,874393,1.03,4.67,5.42,137761,19123,29585,916
Cowley,Kansas,2/2,-101,-14,0.46,2.49,6.7,3.2,574915,5.39,0.99,0.81,737577,49642,22254,1290
Crawford,Kansas,2/2,-100,-16,2.82,1.91,5.13,9.4,133681,3.89,0.92,0.07,358332,42807,34357,2879
Decatur,Kansas,2/2,-67,-12,2.1,2.73,5.48,3.5,716756,1.1,0.45,1.93,845901,36182,21332,4787
Dickinson,Kansas,2/2,-100,-11,3.83,4.74,8.07,2.2,934105,1.77,2.37,0.14,274105,36312,9483,300
Doniphan,Kansas,2/2,-80,-8,2.76,2.42,4.88,1.1,428671,1.49,1.61,3.13,983091,35719,10466,970
Douglas,Kansas,2/2,-100,-8,3.88,4.58,1.55,12.6,928729,2.27,4.63,8.92,922884,6810,14266,2788
Edwards,Kansas,2/2,-82,-13,2.22,4.83,0.94,15.5,342351,4.85,5.02,6.34,916940,2270,40922,2361
Elk,Kansas,2/2,-69,-12,4.24,0.12,7.54,17.2,417999,1.48,3.55,6.32,417021,44571,36934,3639
Ellis,Kansas,2/2,-77,-6,0.79,3.11,4.17,2.8,752032,5.2,0.92,2.68,905153,2550,46262,2581
Ellsworth,Kansas,2/2,-105,-16,4.77,4.51,8.44,3.5,889095,2.59,2.23,3.89,742670,22850,30977,2816
Finney,Kansas,2/2,-76,-8,3.14,0.3,2.15,6.1,489416,1.74,5.45,4.97,281504,49809,12994,2288
Ford,Kansas,2/2,-94,-7,3.06,3.76,5.38,5.6,540311,1.52,0.61,8.24,551553,25723,9177,3081
Franklin,Kansas,2/2,-114,-8,2.4,2.32,4.25,17.4,845021,3.69,2.42,10.05,491578,48825,41779,2445
Geary,Kansas,2/2,-94,-12,2.96,4.27,0.65,16.9,586475,0.58,1.63,0.93,104260,25504,40123,3072
Gove,Kansas,2/2,-94,-12,3.01,2.39,10.21,18,298169,5.2,2,7.03,500770,37037,22939,1961
Graham,Kansas,2/2,-64,-9,0.8,4.25,3.71,16.9,583689,2.09,1.01,0.29,105025,29007,39527,328
Grant,Kansas,2/2,-111,-7,4.39,3.46,4.38,15.5,573910,0.07,3.52,3.77,685063,23627,28164,4315
Gray,Kansas,2/2,-115,-14,3.87,3.21,8.87,7.4,667717,3.94,0.9,2.28,143084,47234,17329,1274
Greeley,Kansas,2/2,-80,-6,0.68,1.78,10.28,19.8,370118,2.14,4.57,5.37,851092,46567,42661,3781
Greenwood,Kansas,2/2,-84,-6,3.9,3.31,9.85,9.1,503127,2.51,2.02,4.1,404868,4072,21362,1941
Hamilton,Kansas,2/2,-120,-14,1.76,0.21,10.49,5.9,308986,0.42,4.83,7.6,419754,11682,40824,4710
Harper,Kansas,2/2,-118,-8,0.25,0.39,7.96,14,618380,1.43,4.14,6.21,206973,35497,29245,713
Harvey,Kansas,2/2,-105,-15,2.67,5.25,0.94,4.5,219663,0.4,2.69,10.16,265533,48667,14127,2396
Haskell,Kansas,2/2,-117,-14,5.33,4.45,2.75,2.2,874598,1.84,2.1,0.45,867979,21465,17639,2740
Hodgeman,Kansas,2/2,-112,-7,0.05,2.85,5.93,14.1,409907,0.25,2.61,10.92,519573,32860,23227,2689
Jackson,Kansas,2/2,-69,-12,1.32,5.42,6.72,16.4,657292,5.19,1.95,11.72,384547,42307,30189,3252
Jefferson,Kansas,2/2,-96,-15,3.66,3.68,9.8,15.6,706113,4.15,2.87,8.79,924000,18005,36579,2998
Jewell,Kansas,2/2,-78,-13,3.91,0.69,3.08,4.4,130052,3.32,2.26,2.29,736013,1744,23093,4409
Johnson,Kansas,2/2,-115,-15,2.66,1.7,0.53,12.5,929538,2.42,4.15,5.81,194740,46118,24797,269
Kearny,Kansas,2/2,-119,-16,3.49,4.13,0.72,7.3,344807,3.55,4.94,1.85,438619,2171,19972,3712
Kingman,Kansas,2/2,-85,-13,0.34,5.25,5.78,14.6,555338,2.99,5.49,0.42,769045,42847,33277,208
Kiowa,Kansas,2/2,-120,-12,4.64,3.14,7.23,7.1,721997,1.47,2.97,1.01,110272,32776,28851,3800
Labette,Kansas,2/2,-63,-7,4.8,1.4,0.43,13.9,175918,1.36,3.61,6.37,820254,9101,27101,1699
Lane,Kansas,2/2,-71,-11,1.74,3.23,5.61,6.7,862077,0.52,5.1,3.87,459860,27505,44476,4411
Leavenworth,Kansas,2/2,-69,-6,0.3,2.34,6.59,11.5,788518,3.82,2.09,0.38,544348,16167,2212,667
Lincoln,Kansas,2/2,-83,-15,0.63,5.4,0.93,7.9,133739,0.84,4.15,6.57,278426,25105,6081,545
Linn,Kansas,2/2,-106,-15,1.7,4.61,8.86,1.4,839238,5.45,2.81,9.32,953101,19334,45065,4922
Logan,Kansas,2/2,-108,-12,4.21,4,10.24,20,548072,0.41,0.83,1.39,583968,30835,28774,4559
Lyon,Kansas,2/2,-61,-6,3.31,4.9,11.24,13.3,740134,0.53,1.17,2.81,554178,8137,35506,631
McPherson,Kansas,2/2,-78,-16,2.68,0.09,6.85,12.7,799942,2.13,0.81,8.03,600330,15872,8122,2414
Marion,Kansas,2/2,-117,-12,4.69,2.37,6.64,17.9,393996,0.41,1.49,10.11,434703,24851,21618,2280
Marshall,Kansas,2/2,-86,-16,0.67,4.17,7.83,4.2,610735,1.72,1.21,2.39,441235,27445,36031,1749
Meade,Kansas,2/2,-109,-13,3.37,1.53,2.63,9.8,417957,3.42,5.21,4.62,553122,45010,13904,4285
Miami,Kansas,2/2,-87,-15,3.03,4.98,0.79,7.1,359587,1.79,0.1,5.5,169453,41118,20701,1250
Mitchell,Kansas,2/2,-108,-11,2.12,0.13,2.87,2.9,515983,1.38,2.75,5.18,611944,46547,22578,3249
Montgomery,Kansas,2/2,-113,-11,0.28,5.16,10.13,13.7,791851,2.46,4.33,0.65,986808,1516,13157,1451
Morris,Kansas,2/2,-119,-6,2.16,4.86,9.98,6.8,973609,1.78,4.15,6.73,349416,20966,6397,3416
Morton,Kansas,2/2,-113,-11,0.38,0.23,8.24,1.5,493355,1.79,0.46,3.95,197220,9456,14328,3260
Nemaha,Kansas,2/2,-65,-7,4.45,1.67,4.77,5.3,945910,2.78,2.17,2.61,917883,14062,44602,1254
Neosho,Kansas,2/2,-94,-6,1.16,2.85,10.44,15.1,530685,3.91,0.75,11.79,465099,38929,24401,631
Ness,Kansas,2/2,-75,-14,1.55,1.62,9.56,10.6,774538,4.41,0.19,9.31,654399,41797,35588,2472
Norton,Kansas,2/2,-106,-15,4.78,0.69,4.73,12.2,599334,1.14,2.39,12,118033,4483,31480,1386
Osage,Kansas,2/2,-84,-11,3.58,4.4,3.59,4.3,652172,0.97,2.22,6.55,242014,38555,37097,4424
Osborne,Kansas,2/2,-119,-16,1.96,0.82,3.76,13.7,948545,2.83,3.43,7.93,955214,43859,5622,4346
Ottawa,Kansas,2/2,-92,-15,4.1,3.18,8.03,19.1,364650,0.13,2.66,8.71,440777,39818,41838,3804
Pawnee,Kansas,2/2,-95,-16,2.91,0.65,3.67,14.6,849830,0.27,4.53,1.09,349115,19501,46377,4411
Phillips,Kansas,2/2,-99,-6,5.4,3.03,6.62,2.8,835494,0.68,0.93,3.23,348714,7077,47267,2017
Pottawatomie,Kansas,2/2,-73,-7,4.45,5.43,8.59,3.7,467942,3.54,3.28,10.79,862067,46800,30559,2616
Pratt,Kansas,2/2,-70,-11,1.6,4.29,11.93,16.4,467938,2.6,3.49,0.36,965586,20910,43060,2791
Rawlins,Kansas,2/2,-114,-7,5.05,1.25,8.5,4.5,730300,0.39,3.14,7.66,389305,19367,26567,3851
Reno,Kansas,2/2,-96,-11,4.62,3.9,5.45,2.9,758442,0.55,1.68,5.85,514595,5916,22048,20
Republic,Kansas,2/2,-100,-11,5.5,2.18,2.91,6.2,809361,1.9,2.87,6.5,905969,16859,24133,3304
Rice,Kansas,2/2,-111,-10,2.25,0.99,8.07,17.2,477685,3.38,0.98,5.44,628233,33611,2358,3963
Riley,Kansas,2/2,-104,-7,0.05,5.1,8.62,5.8,696261,4.18,0.9,7.37,330348,20477,38172,970
Rooks,Kansas,2/2,-94,-8,3.48,4.34,1.93,5.7,289223,3.75,0.36,0.25,570048,32123,47833,3973
Rush,Kansas,2/2,-95,-14,1.08,0.66,5.93,15.1,187003,4.22,1.65,2.21,616322,3868,4003,2315
Russell,Kansas,2/2,-91,-12,3.77,3.86,6.56,14.7,391886,4.6,5.21,1.24,975734,16356,31466,3509
Saline,Kansas,2/2,-118,-12,2.54,0.3,7.12,10.1,639106,2.91,0.73,6.45,140397,20075,46870,298
Scott,Kansas,2/2,-77,-11,3.39,4.71,5.05,3,160942,3.86,3.03,11.83,608499,31286,8969,3744
Sedgwick,Kansas,2/2,-72,-12,0.45,3.85,8.71,3.4,317310,5.23,2.61,8.04,957202,11905,32538,665
Seward,Kansas,2/2,-97,-12,3.43,2.97,6.62,14.3,883519,3.96,4.94,5.75,107162,10219,32370,3389
Shawnee,Kansas,2/2,-112,-10,5.26,5.18,7.43,12.2,570920,5.03,2.06,10.33,507112,31207,2465,3051
Sheridan,Kansas,2/2,-94,-11,1.89,2.9,4.13,0.9,898974,3.9,2.1,2,207622,39438,42944,4528
Sherman,Kansas,2/2,-70,-14,2.03,4.46,10.64,9,862915,2.42,3.03,0.38,922905,21067,27257,3927
Smith,Kansas,2/2,-88,-10,3.09,4.55,7.64,11.3,779541,4.2,4.09,7.5,864667,16112,30413,4924
Stafford,Kansas,2/2,-110,-8,3.26,1.38,7.82,12.5,505884,0.92,2.82,9.16,950646,28508,38803,594
Stanton,Kansas,2/2,-81,-9,5.09,0.2,4.34,4.8,108039,2.5,2.92,11.16,872288,49804,44288,3925
Stevens,Kansas,2/2,-106,-8,2.94,4.99,0.06,15.7,930634,2.87,3.44,11.31,140479,12889,35926,2008
Sumner,Kansas,2/2,-74,-7,3.5,4.48,5.03,6.3,680248,1.8,3.79,8.41,895584,6680,14301,157
Thomas,Kansas,2/2,-67,-6,2.58,0.44,1.63,19.9,815786,2.6,0.74,9.35,936666,17315,30809,782
Trego,Kansas,2/2,-94,-16,2.74,3.04,10.14,4.4,300520,0.21,2.64,8.23,335263,39214,25352,3627
Wabaunsee,Kansas,2/2,-92,-10,1.52,5.47,6.75,3.4,375101,4.99,3.2,0.4,233072,27236,31112,4155
